,origin_polygon,destination_polygon,log10_count,origin_polygon_up,destination_polygon_up
872,28.0,31.0,1.5797835966168101,71,77
873,28.0,32.0,1.146128035678238,71,81
874,28.0,33.0,0.9030899869919435,71,82
875,28.0,34.0,1.0791812460476249,71,83
876,28.0,35.0,0.6989700043360189,71,84
877,28.0,36.0,0.47712125471966244,71,89
878,28.0,37.0,0.9030899869919435,71,91
879,28.0,38.0,0.7781512503836436,71,94
880,28.0,39.0,0.6020599913279624,71,100
881,28.0,40.0,1.0,71,109
882,28.0,41.0,0.3010299956639812,71,111
883,28.0,42.0,0.3010299956639812,71,112
884,29.0,1.0,0.3010299956639812,72,12
885,29.0,7.0,0.0,72,28
886,29.0,8.0,0.0,72,29
887,29.0,9.0,0.0,72,35
888,29.0,16.0,0.0,72,49
889,29.0,19.0,0.47712125471966244,72,55
890,29.0,20.0,0.3010299956639812,72,57
891,29.0,21.0,0.47712125471966244,72,58
892,29.0,22.0,1.0791812460476249,72,60
893,29.0,23.0,0.9542425094393249,72,64
894,29.0,24.0,1.3424226808222062,72,65
895,29.0,25.0,1.5314789170422551,72,66
896,29.0,26.0,1.6434526764861874,72,68
897,29.0,27.0,2.110589710299249,72,69
898,29.0,28.0,3.3211840273023143,72,71
899,29.0,29.0,3.141136090120739,72,72
900,29.0,30.0,1.8512583487190752,72,74
901,29.0,31.0,0.9030899869919435,72,77
902,29.0,32.0,1.0,72,81
903,29.0,33.0,0.8450980400142568,72,82
904,29.0,34.0,0.8450980400142568,72,83
905,29.0,35.0,0.47712125471966244,72,84
906,29.0,36.0,0.0,72,89
907,29.0,37.0,0.6020599913279624,72,91
908,29.0,38.0,0.0,72,94
909,29.0,39.0,0.3010299956639812,72,100
910,29.0,40.0,0.47712125471966244,72,109
911,29.0,41.0,0.0,72,111
912,29.0,42.0,0.3010299956639812,72,112
913,30.0,1.0,0.3010299956639812,74,12
914,30.0,3.0,0.3010299956639812,74,19
915,30.0,5.0,0.47712125471966244,74,24
916,30.0,7.0,0.47712125471966244,74,28
917,30.0,8.0,0.3010299956639812,74,29
918,30.0,9.0,0.0,74,35
919,30.0,10.0,0.0,74,39
920,30.0,16.0,0.0,74,49
921,30.0,17.0,0.3010299956639812,74,51
922,30.0,19.0,0.9030899869919435,74,55
923,30.0,20.0,0.8450980400142568,74,57
924,30.0,21.0,0.9030899869919435,74,58
925,30.0,22.0,0.6989700043360189,74,60
926,30.0,23.0,1.462397997898956,74,64
927,30.0,24.0,1.4913616938342726,74,65
928,30.0,25.0,1.9084850188786497,74,66
929,30.0,26.0,1.9344984512435677,74,68
930,30.0,27.0,2.385606273598312,74,69
931,30.0,28.0,2.6522463410033232,74,71
932,30.0,29.0,2.606381365110605,74,72
933,30.0,30.0,3.6811507499324216,74,74
934,30.0,31.0,2.220108088040055,74,77
935,30.0,32.0,1.7781512503836436,74,81
936,30.0,33.0,1.4771212547196624,74,82
937,30.0,34.0,1.5314789170422551,74,83
938,30.0,35.0,1.3979400086720377,74,84
939,30.0,36.0,1.3010299956639813,74,89
940,30.0,37.0,1.3010299956639813,74,91
941,30.0,38.0,1.3222192947339193,74,94
942,30.0,39.0,0.6989700043360189,74,100
943,30.0,40.0,1.3617278360175928,74,109
944,30.0,41.0,1.0791812460476249,74,111
945,30.0,42.0,0.47712125471966244,74,112
946,31.0,1.0,0.3010299956639812,77,12
947,31.0,3.0,0.3010299956639812,77,19
948,31.0,4.0,0.47712125471966244,77,21
949,31.0,5.0,0.0,77,24
950,31.0,6.0,0.0,77,26
951,31.0,8.0,0.3010299956639812,77,29
952,31.0,9.0,0.0,77,35
953,31.0,10.0,0.0,77,39
954,31.0,17.0,0.3010299956639812,77,51
955,31.0,19.0,0.47712125471966244,77,55
956,31.0,20.0,0.6020599913279624,77,57
957,31.0,21.0,0.7781512503836436,77,58
958,31.0,22.0,1.146128035678238,77,60
959,31.0,23.0,1.4913616938342726,77,64
960,31.0,24.0,1.5314789170422551,77,65
961,31.0,25.0,1.9344984512435677,77,66
962,31.0,26.0,1.8129133566428557,77,68
963,31.0,27.0,2.232996110392154,77,69
964,31.0,28.0,2.330413773349191,77,71
965,31.0,29.0,2.3283796034387376,77,72
966,31.0,30.0,3.598352709869284,77,74
967,31.0,31.0,2.583198773968623,77,77
968,31.0,32.0,2.2227164711475833,77,81
969,31.0,33.0,2.296665190261531,77,82
970,31.0,34.0,1.9084850188786497,77,83
971,31.0,35.0,1.6720978579357175,77,84
972,31.0,36.0,1.5563025007672873,77,89
973,31.0,37.0,1.414973347970818,77,91
974,31.0,38.0,1.4313637641589874,77,94
975,31.0,39.0,1.255272505103306,77,100
976,31.0,40.0,1.255272505103306,77,109
977,31.0,41.0,0.6020599913279624,77,111
978,31.0,42.0,0.47712125471966244,77,112
979,32.0,1.0,0.47712125471966244,81,12
980,32.0,5.0,0.6020599913279624,81,24
981,32.0,7.0,0.47712125471966244,81,28
982,32.0,9.0,0.3010299956639812,81,35
983,32.0,10.0,0.0,81,39
984,32.0,13.0,0.0,81,42
985,32.0,14.0,0.3010299956639812,81,45
986,32.0,19.0,0.0,81,55
987,32.0,20.0,0.8450980400142568,81,57
988,32.0,21.0,1.1760912590556813,81,58
989,32.0,22.0,1.0,81,60
990,32.0,23.0,1.3222192947339193,81,64
991,32.0,24.0,1.4313637641589874,81,65
992,32.0,25.0,1.6532125137753437,81,66
993,32.0,26.0,1.5797835966168101,81,68
994,32.0,27.0,2.0827853703164503,81,69
995,32.0,28.0,2.0681858617461617,81,71
996,32.0,29.0,2.0086001717619175,81,72
997,32.0,30.0,3.237292337567459,81,74
998,32.0,31.0,2.374748346010104,81,77
999,32.0,32.0,2.5390760987927767,81,81
1000,32.0,33.0,2.655138434811382,81,82
1001,32.0,34.0,2.462397997898956,81,83
1002,32.0,35.0,1.845098040014257,81,84
1003,32.0,36.0,1.6812412373755872,81,89
1004,32.0,37.0,1.6812412373755872,81,91
1005,32.0,38.0,1.662757831681574,81,94
1006,32.0,39.0,1.255272505103306,81,100
1007,32.0,40.0,1.3617278360175928,81,109
1008,32.0,41.0,1.0,81,111
1009,32.0,42.0,0.6020599913279624,81,112
1010,33.0,1.0,0.0,82,12
1011,33.0,3.0,0.3010299956639812,82,19
1012,33.0,7.0,0.6020599913279624,82,28
1013,33.0,14.0,0.47712125471966244,82,45
1014,33.0,19.0,0.3010299956639812,82,55
1015,33.0,20.0,0.9542425094393249,82,57
1016,33.0,21.0,0.6989700043360189,82,58
1017,33.0,22.0,0.6020599913279624,82,60
1018,33.0,23.0,1.3010299956639813,82,64
1019,33.0,24.0,1.2304489213782739,82,65
1020,33.0,25.0,1.6020599913279625,82,66
1021,33.0,26.0,1.7481880270062005,82,68
1022,33.0,27.0,1.8512583487190752,82,69
1023,33.0,28.0,1.9444826721501687,82,71
1024,33.0,29.0,1.9684829485539352,82,72
1025,33.0,30.0,3.1065308538223815,82,74
1026,33.0,31.0,2.4578818967339924,82,77
1027,33.0,32.0,2.754348335711019,82,81
1028,33.0,33.0,2.833147111912785,82,82
1029,33.0,34.0,2.6866362692622934,82,83
1030,33.0,35.0,1.7242758696007892,82,84
1031,33.0,36.0,1.6232492903979006,82,89
1032,33.0,37.0,1.6127838567197355,82,91
1033,33.0,38.0,1.6232492903979006,82,94
1034,33.0,39.0,1.146128035678238,82,100
1035,33.0,40.0,1.2304489213782739,82,109
1036,33.0,41.0,1.0413926851582251,82,111
1037,33.0,42.0,0.7781512503836436,82,112
1038,34.0,3.0,0.3010299956639812,83,19
1039,34.0,4.0,0.0,83,21
1040,34.0,7.0,0.47712125471966244,83,28
1041,34.0,8.0,0.0,83,29
1042,34.0,9.0,0.0,83,35
1043,34.0,10.0,0.0,83,39
1044,34.0,14.0,0.3010299956639812,83,45
1045,34.0,16.0,0.0,83,49
1046,34.0,17.0,0.47712125471966244,83,51
1047,34.0,18.0,0.3010299956639812,83,53
1048,34.0,19.0,0.6989700043360189,83,55
1049,34.0,20.0,0.7781512503836436,83,57
1050,34.0,21.0,1.1760912590556813,83,58
1051,34.0,22.0,0.8450980400142568,83,60
1052,34.0,23.0,1.0,83,64
1053,34.0,24.0,1.1139433523068367,83,65
1054,34.0,25.0,1.4913616938342726,83,66
1055,34.0,26.0,1.7634279935629373,83,68
1056,34.0,27.0,1.9084850188786497,83,69
1057,34.0,28.0,1.806179973983887,83,71
1058,34.0,29.0,1.7634279935629373,83,72
1059,34.0,30.0,2.792391689498254,83,74
1060,34.0,31.0,2.24551266781415,83,77
1061,34.0,32.0,2.369215857410143,83,81
1062,34.0,33.0,2.6444385894678386,83,82
1063,34.0,34.0,3.244771761495295,83,83
1064,34.0,35.0,2.037426497940624,83,84
1065,34.0,36.0,1.6020599913279625,83,89
1066,34.0,37.0,1.6020599913279625,83,91
1067,34.0,38.0,1.568201724066995,83,94
1068,34.0,39.0,1.3802112417116061,83,100
1069,34.0,40.0,1.3010299956639813,83,109
1070,34.0,41.0,0.9030899869919435,83,111
1071,34.0,42.0,0.47712125471966244,83,112
1072,35.0,1.0,0.6020599913279624,84,12
1073,35.0,3.0,0.0,84,19
1074,35.0,4.0,0.3010299956639812,84,21
1075,35.0,6.0,0.0,84,26
1076,35.0,7.0,0.0,84,28
1077,35.0,8.0,0.0,84,29
1078,35.0,9.0,0.47712125471966244,84,35
1079,35.0,16.0,0.3010299956639812,84,49
1080,35.0,18.0,0.0,84,53
1081,35.0,19.0,0.0,84,55
1082,35.0,20.0,0.8450980400142568,84,57
1083,35.0,21.0,0.47712125471966244,84,58
1084,35.0,22.0,0.8450980400142568,84,60
1085,35.0,23.0,1.2304489213782739,84,64
1086,35.0,24.0,1.1760912590556813,84,65
1087,35.0,25.0,1.2787536009528289,84,66
1088,35.0,26.0,1.3222192947339193,84,68
1089,35.0,27.0,1.7403626894942439,84,69
1090,35.0,28.0,1.6989700043360187,84,71
1091,35.0,29.0,1.6334684555795866,84,72
1092,35.0,30.0,2.3873898263387296,84,74
1093,35.0,31.0,2.1271047983648077,84,77
1094,35.0,32.0,2.0170333392987803,84,81
1095,35.0,33.0,2.2648178230095364,84,82
1096,35.0,34.0,3.0265332645232967,84,83
1097,35.0,35.0,3.2946866242794433,84,84
1098,35.0,36.0,1.8976270912904414,84,89
1099,35.0,37.0,2.164352855784437,84,91
1100,35.0,38.0,1.792391689498254,84,94
1101,35.0,39.0,1.568201724066995,84,100
1102,35.0,40.0,1.5910646070264993,84,109
1103,35.0,41.0,1.3979400086720377,84,111
1104,35.0,42.0,1.0,84,112
1105,36.0,1.0,0.0,89,12
1106,36.0,7.0,0.3010299956639812,89,28
1107,36.0,9.0,0.0,89,35
1108,36.0,11.0,0.0,89,40
1109,36.0,17.0,0.0,89,51
1110,36.0,19.0,0.6020599913279624,89,55
1111,36.0,20.0,0.0,89,57
1112,36.0,21.0,0.47712125471966244,89,58
1113,36.0,22.0,0.47712125471966244,89,60
1114,36.0,23.0,0.8450980400142568,89,64
1115,36.0,24.0,0.6020599913279624,89,65
1116,36.0,25.0,1.146128035678238,89,66
1117,36.0,26.0,1.2304489213782739,89,68
1118,36.0,27.0,1.4771212547196624,89,69
1119,36.0,28.0,1.568201724066995,89,71
1120,36.0,29.0,1.3617278360175928,89,72
1121,36.0,30.0,2.2068258760318495,89,74
1122,36.0,31.0,2.0043213737826426,89,77
1123,36.0,32.0,1.9684829485539352,89,81
1124,36.0,33.0,2.0644579892269186,89,82
1125,36.0,34.0,2.60422605308447,89,83
1126,36.0,35.0,3.2757719001649312,89,84
1127,36.0,36.0,2.8651039746411278,89,89
1128,36.0,37.0,2.906335041805091,89,91
1129,36.0,38.0,2.100370545117563,89,94
1130,36.0,39.0,1.568201724066995,89,100
1131,36.0,40.0,1.4471580313422192,89,109
1132,36.0,41.0,1.3979400086720377,89,111
1133,36.0,42.0,0.9542425094393249,89,112
1134,37.0,1.0,0.6020599913279624,91,12
1135,37.0,4.0,0.0,91,21
1136,37.0,5.0,0.0,91,24
1137,37.0,7.0,0.47712125471966244,91,28
1138,37.0,9.0,0.0,91,35
1139,37.0,19.0,0.3010299956639812,91,55
1140,37.0,20.0,0.0,91,57
1141,37.0,21.0,0.3010299956639812,91,58
1142,37.0,22.0,0.7781512503836436,91,60
1143,37.0,23.0,0.7781512503836436,91,64
1144,37.0,24.0,1.0,91,65
1145,37.0,25.0,1.0791812460476249,91,66
1146,37.0,26.0,1.1760912590556813,91,68
1147,37.0,27.0,1.3802112417116061,91,69
1148,37.0,28.0,1.414973347970818,91,71
1149,37.0,29.0,1.146128035678238,91,72
1150,37.0,30.0,1.8692317197309762,91,74
1151,37.0,31.0,1.8864907251724818,91,77
1152,37.0,32.0,1.9493900066449128,91,81
1153,37.0,33.0,1.9344984512435677,91,82
1154,37.0,34.0,2.45484486000851,91,83
1155,37.0,35.0,3.062581984228163,91,84
1156,37.0,36.0,2.6273658565927325,91,89
1157,37.0,37.0,3.3651134316275773,91,91
1158,37.0,38.0,1.8864907251724818,91,94
1159,37.0,39.0,1.4471580313422192,91,100
1160,37.0,40.0,1.2041199826559248,91,109
1161,37.0,41.0,1.0413926851582251,91,111
1162,37.0,42.0,0.8450980400142568,91,112
1163,38.0,1.0,0.0,94,12
1164,38.0,3.0,0.0,94,19
1165,38.0,4.0,0.0,94,21
1166,38.0,5.0,0.3010299956639812,94,24
1167,38.0,7.0,0.3010299956639812,94,28
1168,38.0,8.0,0.0,94,29
1169,38.0,18.0,0.0,94,53
1170,38.0,19.0,0.0,94,55
1171,38.0,20.0,0.3010299956639812,94,57
1172,38.0,22.0,0.3010299956639812,94,60
1173,38.0,23.0,0.47712125471966244,94,64
1174,38.0,24.0,0.3010299956639812,94,65
1175,38.0,25.0,0.6020599913279624,94,66
1176,38.0,26.0,0.9542425094393249,94,68
1177,38.0,27.0,1.2787536009528289,94,69
1178,38.0,28.0,1.0,94,71
1179,38.0,29.0,0.6020599913279624,94,72
1180,38.0,30.0,1.5563025007672873,94,74
1181,38.0,31.0,1.3617278360175928,94,77
1182,38.0,32.0,1.255272505103306,94,81
1183,38.0,33.0,1.2787536009528289,94,82
1184,38.0,34.0,1.8129133566428557,94,83
1185,38.0,35.0,2.247973266361807,94,84
1186,38.0,36.0,2.1172712956557644,94,89
1187,38.0,37.0,2.568201724066995,94,91
1188,38.0,38.0,3.5787537844264348,94,94
1189,38.0,39.0,1.7708520116421442,94,100
1190,38.0,40.0,1.7853298350107671,94,109
1191,38.0,41.0,1.5314789170422551,94,111
1192,38.0,42.0,1.2041199826559248,94,112
1193,39.0,1.0,0.47712125471966244,100,12
1194,39.0,3.0,0.0,100,19
1195,39.0,4.0,0.47712125471966244,100,21
1196,39.0,7.0,0.47712125471966244,100,28
1197,39.0,8.0,0.0,100,29
1198,39.0,9.0,0.0,100,35
1199,39.0,10.0,0.0,100,39
1200,39.0,20.0,0.0,100,57
1201,39.0,21.0,0.3010299956639812,100,58
1202,39.0,22.0,0.6020599913279624,100,60
1203,39.0,23.0,0.7781512503836436,100,64
1204,39.0,24.0,1.0,100,65
1205,39.0,25.0,0.9542425094393249,100,66
1206,39.0,26.0,1.1760912590556813,100,68
1207,39.0,27.0,1.3979400086720377,100,69
1208,39.0,28.0,1.1760912590556813,100,71
1209,39.0,29.0,1.0,100,72
1210,39.0,30.0,1.6232492903979006,100,74
1211,39.0,31.0,1.5185139398778875,100,77
1212,39.0,32.0,1.3979400086720377,100,81
1213,39.0,33.0,1.505149978319906,100,82
1214,39.0,34.0,1.7781512503836436,100,83
1215,39.0,35.0,2.3180633349627615,100,84
1216,39.0,36.0,2.334453751150931,100,89
1217,39.0,37.0,2.496929648073215,100,91
1218,39.0,38.0,3.2174839442139063,100,94
1219,39.0,39.0,2.816241299991783,100,100
1220,39.0,40.0,2.1398790864012365,100,109
1221,39.0,41.0,1.9084850188786497,100,111
1222,39.0,42.0,1.4771212547196624,100,112
1223,40.0,1.0,0.3010299956639812,109,12
1224,40.0,4.0,0.3010299956639812,109,21
1225,40.0,5.0,0.0,109,24
1226,40.0,7.0,0.6989700043360189,109,28
1227,40.0,9.0,0.0,109,35
1228,40.0,10.0,0.0,109,39
1229,40.0,14.0,0.0,109,45
1230,40.0,22.0,0.3010299956639812,109,60
1231,40.0,23.0,0.6020599913279624,109,64
1232,40.0,24.0,0.0,109,65
1233,40.0,25.0,0.6020599913279624,109,66
1234,40.0,26.0,1.0,109,68
1235,40.0,27.0,1.1760912590556813,109,69
1236,40.0,28.0,0.7781512503836436,109,71
1237,40.0,29.0,0.6020599913279624,109,72
1238,40.0,30.0,1.5185139398778875,109,74
1239,40.0,31.0,1.414973347970818,109,77
1240,40.0,32.0,1.0413926851582251,109,81
1241,40.0,33.0,1.2041199826559248,109,82
1242,40.0,34.0,1.3222192947339193,109,83
1243,40.0,35.0,1.5314789170422551,109,84
1244,40.0,36.0,1.7558748556724915,109,89
1245,40.0,37.0,1.806179973983887,109,91
1246,40.0,38.0,2.143014800254095,109,94
1247,40.0,39.0,2.2600713879850747,109,100
1248,40.0,40.0,3.838471279071929,109,109
1249,40.0,41.0,2.406540180433955,109,111
1250,40.0,42.0,1.9294189257142929,109,112
1251,41.0,1.0,0.3010299956639812,111,12
1252,41.0,5.0,0.0,111,24
1253,41.0,7.0,0.3010299956639812,111,28
1254,41.0,9.0,0.3010299956639812,111,35
1255,41.0,19.0,0.0,111,55
1256,41.0,22.0,0.0,111,60
1257,41.0,23.0,0.0,111,64
1258,41.0,24.0,0.6020599913279624,111,65
1259,41.0,25.0,0.6989700043360189,111,66
1260,41.0,26.0,1.1139433523068367,111,68
1261,41.0,27.0,1.0413926851582251,111,69
1262,41.0,28.0,0.7781512503836436,111,71
1263,41.0,29.0,0.6020599913279624,111,72
1264,41.0,30.0,1.3222192947339193,111,74
1265,41.0,31.0,1.1139433523068367,111,77
1266,41.0,32.0,1.1139433523068367,111,81
1267,41.0,33.0,0.47712125471966244,111,82
1268,41.0,34.0,1.1139433523068367,111,83
1269,41.0,35.0,1.0791812460476249,111,84
1270,41.0,36.0,1.5797835966168101,111,89
1271,41.0,37.0,1.505149978319906,111,91
1272,41.0,38.0,2.1398790864012365,111,94
1273,41.0,39.0,2.012837224705172,111,100
1274,41.0,40.0,3.1583624920952498,111,109
1275,41.0,41.0,3.4778444763387584,111,111
1276,41.0,42.0,2.1172712956557644,111,112
1277,42.0,6.0,0.0,112,26
1278,42.0,7.0,0.0,112,28
1279,42.0,8.0,0.3010299956639812,112,29
1280,42.0,9.0,0.3010299956639812,112,35
1281,42.0,10.0,0.0,112,39
1282,42.0,23.0,0.47712125471966244,112,64
1283,42.0,25.0,0.6020599913279624,112,66
1284,42.0,26.0,0.6020599913279624,112,68
1285,42.0,27.0,0.7781512503836436,112,69
1286,42.0,28.0,0.47712125471966244,112,71
1287,42.0,29.0,0.47712125471966244,112,72
1288,42.0,30.0,0.6989700043360189,112,74
1289,42.0,31.0,0.9030899869919435,112,77
1290,42.0,32.0,0.6020599913279624,112,81
1291,42.0,33.0,0.6989700043360189,112,82
1292,42.0,34.0,1.0,112,83
1293,42.0,35.0,1.0413926851582251,112,84
1294,42.0,36.0,1.255272505103306,112,89
1295,42.0,37.0,1.3222192947339193,112,91
1296,42.0,38.0,2.0253058652647704,112,94
1297,42.0,39.0,1.8920946026904804,112,100
1298,42.0,40.0,2.597695185925512,112,109
1299,42.0,41.0,2.9242792860618816,112,111
1300,42.0,42.0,3.7672300981107183,112,112
